,Review,tokens,Class
1165,"Los cortes son buenos, pero nada extraordinario, su menú no es tan amplio, pero al final de cuentas es una buena opción para comer un corte",corte buen extraordinario menu amplio final cuenta buen opcion comer corte,4
1166,"Esta fue la única decepción en nuestras vacaciones en Cuba. Me dieron una segunda estrella porque la habitación en sí era bastante agradable. Yo había intentado agregar mi compañero a mi habitación balcón ya cara de antemano por teléfono a través de un intérprete. Me aseguró que no había ningún problema y que se había confirmado por . Cuando llegué me dijeron que nadie podía haber dicho que solo tenía una reserva para uno y que al agregar mi compañero impulso desde $ la tarifa de  dólares ( dólares adicionales por una noche! ). Me pidieron que hablé con paciencia un supervisor, Esperanza, donde los anteriores se repitió. Cuando pregunté que sin duda podrían hacer algún tipo de ajuste en vez de la más alta cobrando la tarifa oficial por la adición, ella fue corto,…",unico decepcion vacaciones cuba segundo estrella si bastante agradable intentar agregar companero balcon cara antemano telefono trave interprete asegurar ninguno problema confirmar nadie solo reserva agregar companero impulso tarifa dolar dolar adicional noche hablar paciencia supervisor esperanza anterior repetir preguntar duda tipo ajuste vez alto cobrar tarifa oficial adicion corto,2
1167,me gusto mucho la ciudad amurallada esta basado en lo clasico y lo mas acontecido de la historia y se pueden que el sitio en un material antiguo y clasico,gusto ciudad amurallado basado clasico acontecido historia sitio material antiguo clasico,5
1168,"ante todo, este restaurante es popular, con gente del lugar y los turistas. Sin embargo, tienes que saber que el edificio frente es en realidad la entrada para tres restaurantes diferentes. En mi algo roto español que pensé que iba a explicó que nos estaban...esperando para la cena en Los Nardos, pero cuando finalmente [prepárate para esperar a la hora de la cena] hizo que nuestro camino, que nos dirigió al restaurante en la cima misma parte trasera del edificio, que no Los Nardos. No se preocupe, con al menos un intento de dirección personal en español nuevamente nos dirigieron a esperar en el vestíbulo para el lugar adecuado y rápidamente nos encontramos sentados. Nuestro camarero era estupenda y todos disfrutamos nuestras comidas. Este sin duda califica como una comida un precio muy razonable y el servicio era muy bueno para lo que etiqueta un restaurante informal en familia.

Sólo condición es que tienes que ir temprano o esperar y asegúrate de que aclarar qué restaurante que desee visitar. Nosotros visitamos este restaurante basada únicamente en la recomendación de un primo de un colega que es residente de la ciudad y dijo que con frecuencia comimos allí mismo.

Buen Provecho.Más",restaurante popular gente turista embargo saber edificio frente realidad entrada restaurante diferente roto espanol pensar explicar esperar cena nardo finalmente preparate esperar hora cena camino dirigir restaurante cima mismo parte trasero edificio nardo preocupar menos intento direccion personal espanol nuevamente dirigir esperar vestibulo adecuado rapidamente encontrar sentado camarero estupendo disfrutar duda calificar precio razonable servicio buen etiqueta restaurante informal familia solo condicion temprano esperar aseguratar aclarar restaurante desear visitar visitar restaurante basado unicamente recomendacion primo colega residente ciudad frecuencia comer alli mismo buen provecho ma,5
1169,"El personal mexicano era todo servicial y amable. El Museo es nuevo y no estaba terminado, pero era bastante bueno. Hacía un poco de frío dentro y estoy seguro de que perdimos dinero en A/C como las muchas puertas exteriores no fueron selladas. Hay un amplio automatización mediante pantallas sensibles al tacto. Es una toda atrocidad que los invasores españoles destruyó casi todos los textos mayas. También estaban ausentes cualquier barcos o receptáculos (aunque los principios Mayan no habíamos usado la rueda para el transporte, pero sólo como un juguete).  Hay una sección separada de dinosaurios, centrado en la extinción causada por el colisión asteroide cercano a la tierra. En ese asunto y antes de la fecha de entrada pagada, había una presentación gratis en una confortable teatro gran pantalla, con un anfitrión en vivo. Impresionante y parecía que era excelente, sin embargo no dominan el español, fue una decepción para nosotros. Creo que la audiencia de habla española recibió un auténtico lujo.Además, no se ha pensado para el transporte adecuado y una vez finalizada la visita, no teníamos manera de volver a nuestro hotel. Por  minutos, intentamos bandera un taxi, luego nos pusimos en contacto con un oficial de museo, que era muy amable pero no podría ayudarnos. Volvimos a la calle y ondulada furiosamente en cada taxi, hasta finalmente parado. que casi arruinó la visita. Si hubiera sido el mal tiempo, podíamos haber enfermado y posiblemente tendría que caminar varias millas hacia Mérida, coger un taxi. El servicio de autobús es misterio completo y ninguno fue visto en el museo. de clase mundial museo debe asumir los visitantes que no hablan el idioma nativo y deben proporcionar un medio de transporte.",personal mexicano servicial amable museo nuevo terminar bastante buen hacia frio dentro seguro perder dinero c puerta exterior sellado amplio automatizacion mediante pantalla sensible tacto atrocidad invasor espanol destruir casi texto maya tambien ausente cualquiera barco receptaculo aunque principio mayan usar rueda transporte solo juguete seccion separado dinosaurio centrado extincion causado colision asteroide cercano tierra asunto fecha entrada pagar presentacion gratis confortable teatro gran pantalla anfitrion vivo impresionante parecer excelente embargo dominar espanol decepcion creer audiencia hablar espanol recibir autentico lujo ademas pensar transporte adecuado vez finalizado visita manera volver minuto intentar bandera taxi luego poner contacto oficial museo amable ayudar volver calle ondulado furiosamente cada taxi finalmente parado casi arruinar visita si mal tiempo enfermar posiblemente caminar varios milla hacia merida coger taxi servicio autobus misterio completo ninguno museo clase mundial museo deber asumir visitante hablar idioma nativo deber proporcionar medio transporte,5
1170,"El hotel es referente de la ciudad, acorde con sus precios son los servicios que oferta, de destacar es la Roof Pool, es muy bonita.   Es un hotel muy grande por lo cual puede haber mucha gente, hacen eventos empresariales, de gobierno etc. Así que si se busca algo muy romántico posiblemente no sea el lugar. Para el resto es PERFECTO!",referente ciudad acorde precio servicio oferta destacar roof pool bonito grande gente evento empresarial gobierno etcétera asi si buscar romantico posiblemente resto perfecto,3
1171,"Los omelette de Lore están muy ricos y es muy amable, en el restaurante todos los meseros son atentos y rápidos. La comida en general es rica, solo que los waffles deberían ser más crujientes y los panes dulces",omelette lore rico amable restaurante mesero atento rapido general rico solo waffle deber crujiente pane dulce,5
1172,"Un par de calles que agrupa tiendas que venden artesanías mexicanas. La mayoría son de poca calidad, se ven muy iguales y costumbristas y lo peor es que son caras. Venden  cosas de talavera pero no es talavera fina. No conozco a ningún poblano que compre ahí.  Si quieren comprar talavera fina mejor vayan a una de las casas con certificación. O vayan a Tecali a comprar onix.",par calle agrupar tienda vender artesania mexicano mayoria calidad igual costumbrista peor cara vender cosa talavera talavera fino conocer ninguno poblano comprar ahi si comprar talavera fino mejor casa certificacion tecali comprar onix,3
1173,"Las entradas son buenas, destacable los machitos, el cabrito de buen sabor aunque no es el mejor que haya probado.

La decoración del lugar es un poco abrumadora aunque el servicio es muy bueno a pesar de haber mucha gente.  No es barato, probaría otras...Más",entrada buen destacable machito cabrito buen sabor aunque mejor probar decoracion abrumador aunque servicio buen pesar gente barato probarir ma,4
1174,Es uno de los sitios mas bonitos de la ciudad y en esta epoca esta aun más bonito con la decoración navideña.,sitio bonito ciudad epoca aun bonito decoracion navideno,4
1175,"Un espacio verde dentro de una capital suena , a lo menos extraño, resulta ser un orgullo para los colombianos",espacio verde dentro capital sonar menos extrano resultar orgullo colombiano,5
1176,"Indica que es un hotel de lujo extremo, pero en realidad es igual que cualquier otro. Ropa de cama con olor a humedad, muebles viejos, control tv roto. Toallas viejas, se oia rechinido en recamara a todas horas. Etc",indicar lujo extremo realidad igual cualquiera ropa cama olor humedad mueble viejo control tv roto toalla viejo rechinido recamar hora etcétera,2
1177,"Nosotros estuvimos en año nuevo hay el servicio es pesimo la gente que trabaja es depota empezando por el que atiende la casa de cambio, de igual forma el elevador dos ocaciones tuvimos que subir hasta el  piso por la escalera ya que no funcionaba, yo me enferme y no me quisieron atender sabiendo que estaba una doctora en el hotel me dijoq ue saldria muy caro, creo q ese es problema del turista y sabes si lo puedes pagar o no, las llamadas aveces no te las pasan, duran eternidades para contestar en recepcion se molestan si pides que te hagan una llamada, el novio de una amiga llevo un paquete que hiba a mandarle a mexico el es cubano nunca nos dijeron que lo habian llevado, nos venimos a mexico y cubano le dijo a mi amiga que si le hibamos a traer esas cosas resulta que en el…",ano nuevo servicio pesimo gente trabajar depotar empezar atender casa cambio igual forma elevador ocación subir piso escalera funcionar enfermar atender saber doctora ue salir caro creer q problema turista saber si pagar llamado avez pasar durar eternidad contestar recepcion molestar si llamada novio amiga llevar paquete mandar mexico cubano nunca llevar venir mexico cubano amiga si traer cosa resultar,2
1178,"Fuimos en el metro cable, y fue un gran viaje en todo el camino hasta el parque arvi, llegamos como a las  de la tarde y no había cola. .",metro cable gran viaje camino parque arvi tarde cola,5
1179,"Un lugar hermoso, con vista panorámica de la ciudad :) un preciosa iglesia muchos lugares para comprar y también para comer. Lo malo cuando fui q solo el teleférico estaba funcionando :(  pero de igual forma lindisimo lugar :)",hermoso panoramico ciudad precioso iglesia comprar tambien comer malo q solo teleferico funcionar igual forma lindisimo,4
1180,"Estuve durante dos noches y me pareció un servicio muy cálido, el hotel está en una zona de muy buen nivel, falta algún señalamiento que diga el nombre del hotel porque no fue tan sencillo ubicarlo, la alberca está muy agradable, definitivamente si volvería a hospedarme.",noche parecer servicio calido zona buen nivel faltar senalamiento nombre sencillo ubicar alberca agradable definitivamente si volver hospedar,3
1181,"Elegimos este hostal porque en ese momento tenía muchas buenas críticas. Veo que ha caído recientemente y puedo entender por qué. Pros: Personal amable y servicial Gran clase de cocina INCREÍBLE piscina - - a la sombra y limpia, muy espaciosa. Pasamos toda una tarde en ella!  Contras: Tours no disponibles por alguna razón no contada con nosotros. Wifi solo disponible en zonas comunes. Desgastado habitación con configuración extraña. Nos pusieron a la vuelta de la esquina de AC. Hacía mucho calor, y la habitación no era agradable",elegir hostal momento buen critica caer recientemente entender pros personal amable servicial gran clase cocina increible piscina sombra limpio espacioso pasar tarde tours disponible razon contado wifi solo disponible zona común desgastado configuracion extrano poner vuelta esquina ac hacia calor agradable,5
1182,"Toda mi vida sone con visitar este emblemático lugar de Cuba ,el Hotel es bello ,elegante, y tiene un aire y una elegância digna de un hotel Palácio, en honor a lá verdad este hotel a sido visitado por personalidades del mundo entero,  estrellas de cine ,presidentes,príncipes y demas yo creo que eso es lo que lo salva .Desde que entras al hotel sientes por doquier el aire enrarecido con olor a humedad ,en los elevadores y en las habitaciones ni hablar ,tuve el gusto de ver los filtros por donde entraba el aire en mi habitacion y estaba lleno de mugre y suciedad .Dentro de la habitacion mia en el segundo piso todo lucia aparentemente limpio pero notas en realidad que los banos estan empercudidos sobre todo las banaderas , y ese maldito olor que apenas me dejaba dormir pues soy…",vida sonar visitar emblematico cuba bello elegante aire elegancia digno palacio honor verdad visitar personalidad mundo entero estrella cine presidente principes dema creer salvar entrar sentir doquier aire enrarecido olor humedad elevador hablar gusto filtro entrar aire lleno mugre suciedad dentro mio segundo piso lucir aparentemente limpio nota realidad bano empercudido banadera maldito olor apenas dejar dormir pues,2
1183,"Me hubiera gustado haber reservado una excursión privada, ya que el viaje en bus con Trans Tours era demasiado largo. Los anfitriones eran eficientes, pero un poco demasiado información. Fue sobrecogedoras para ver lo que los mayas construido desde hace tanto tiempo y escuchar lo inteligentes que eran. El único inconveniente fue lo comercial es ahora con los vendedores por todos los lados del sitio y a la entrada. Nos alegramos fuimos a ver esta maravilla a pesar de mis quejas. ¿Cómo puede no vaya a ver algo como esto.",gustar reservado excursion privado viaje bus tran tours demasiado largo anfitrión eficiente demasiado informacion sobrecogedor maya construido tiempo escuchar inteligente unico inconveniente comercial ahora vendedor lado sitio entrada alegrar maravilla pesar queja,3
1184,es una plaza con la imagen famosa del che y del obelisco de cuba. lugar historico y donde se encuentra la casa de gobierno. tambien la imagen de cienfuegos es impresionante. para visitar.,plaza imagen famoso che obelisco cuba historico encontrar casa gobierno tambien imagen cienfuego impresionante visitar,4
1185,"Se produjera una celebración, primer año nuevo en Colombia con mi marido. La música era muy bueno, por el precio, y nos dieron sentado en la segunda fila de la planta de baile, muy cerca de la orquesta. La atencion fue horrible, el personal no sabía cómo manejar que muchas mesas. La comida, no tienen los nombres de los platos, así que supongo que lo que era. Hay también muchos tipos de platos de diferentes países y que no parece atractivo. Si mi esposo nunca de acuerdo para ir, creo que tendremos la cena en otro sitio y simplemente de la música?",producir celebracion primero ano nuevo colombia marido musica buen precio sentado segundo fila planta baile cerca orquesta atencion horrible personal sabio manejar mesa nombre plato asi suponer tambien tipo plato diferente pais parecer atractivo si esposo nunca acuerdo creer cena sitio simplemente musica,3
1186,"Es un hotel lejos de cualquier lugar de Merida. Sin ningún atractivo, es un hotel para no dormir al menos en la sexta planta que hay un ruido ensordecedor por las máquinas. El personal de recepción está muy poco cualificado y no tiene ningún respeto por el cliente. La habitación estaba limpia.!",lejos cualquiera merida ninguno atractivo dormir menos sexto planta ruido ensordecedor maquina personal recepcion cualificado ninguno respeto cliente limpio,2
1187,"Mientras que la mitad del encanto de visitar la Habana Vieja es la esencia de la época de los años  que todavía mantiene, el hotel de Nacional todavía podían hacer mucho mejor para ser un hotel de  estrellas y especialmente por el precio. Nuestro inodoro dos no funcionaba y las luces también eran un problema. La habitación estaba húmeda y olía pero al menos la ropa de cama estaba limpia y era cómoda. El derivan era muy blanco y negro. El personal del restaurante del desayuno era agradable, pero el personal de la recepción y el cajero no parece ser capaz de hacer que una sonrisa sincera y casi nos sentimos como si estuviéramos en su tiempo cuando necesitábamos ayuda o tenían alguna pregunta. Tenga en cuenta que un encendedor, el hotel es muy céntrico y la zona al aire libre es…",mientras mitad encanto visitar habana viejo esencia epoca ano todavia mantener nacional todavia mejor estrella especialmente precio inodoro funcionar luz tambien problema humedo olia menos ropa cama limpio comodo derivar blanco negro personal restaurante desayuno agradable personal recepcion cajero parecer capaz sonrisa sincero casi sentir si tiempo necesitar ayuda pregunta cuenta encendedor centrico zona aire libre,3
1188,"En mi opinión es un lugar emblemático para hacer una visita de paso. El lugar es pintoresco, hace buenos tragos y en precio pero siempre está lleno de gente y es muy muy muy pequeño. Esto hace que se tarde mucho en ordenar o poder...Más",opinion emblematico visita paso pintoresco buen trago precio siempre lleno gente pequeno tardar ordenar ma,3
1189,"Influenciado por las ventajas del programa Meliá Rewards Platinum, topé con éste hotel en pleno centro de La Habana. En primer lugar, el edificio es bastante antiguo, y hay plantas que no se han remodelado, habitaciones muy viejas, con televisión de tubo (que a ves se ve y a veces no)   En cuanto a las ventajas del programa de fidelidad, NINGUNA. Fue increíble el trato de la recepción, sencillamente, pasaban de mi. No quisieron darme ni upgrade, ni atenciones..tampoco acumulé puntos en mi tarjeta por culpa de un olvido administrativo que han tenido y que he pedido en los últimos meses y que por desgracia expiró la fecha de reclamación.  Los custodios, (vigilantes de seguridad) fueron realmente para mí los recepcionistas a la hora de asesoramiento para conocer lugares y darme…",influenciado ventaja programa melia reward platinum tope pleno centro habana primero edificio bastante antiguo planta remodelar viejo television tubo vez cuanto ventaja programa fidelidad ninguno increible trato recepcion sencillamente pasar upgrade atención tampoco acumular punto tarjeta culpa olvido administrativo ultimo mes desgracia experar fecha reclamacion custodio vigilante seguridad realmente recepcionista hora asesoramiento conocer,3
1190,"Dicen que Cuba es como viajar atrás en el tiempo, y eso es algo que atrae a los viajeros que buscan que la nostalgia del pasado. Este es el lugar donde la Vitrola sobresale, tomando esas expectativas turísticas y llevar todo junto con su decoración...de estilo clásico de  sitio peculiar Americana. El restaurante parece muy pequeño desde el exterior, pero era sorprendentemente más amplia dentro y también hay asientos en el exterior. Teníamos un grupo grande de personas y nuestro camarero era excelente. Había intervalos de música en vivo que nos mantuvo entretenidos durante toda nuestra comida. La comida era deliciosa, el servicio fue rápido. Tengo que decir, esta fue nuestra comida más cara de todo el tiempo que estuvimos en Cuba, aún así en $ - $ un plato, era todavía no ridículo. Los cócteles eran unos $, que aún no está mal para los turistas, pero más caro en la escala local. Si buscas algo más económico y agradable, sugeriría ir al menos un par de calles de distancia de la zona turística principal que es la Plaza Vieja. En general, tuvimos una comida estupenda y una experiencia maravillosa.Más",cubar viajar atras tiempo atraer viajero buscar nostalgia pasado vitrola sobresalir tomar expectativa turistico llevar junto decoracion estilo clasico sitio peculiar americana restaurante parecer pequeno exterior sorprendentemente amplio dentro tambien asiento exterior grupo grande persona camarero excelente intervalo musica vivo mantener entretenido delicioso servicio rapido cara tiempo cuba aun asi plato todavia ridiculo coctel aun mal turista caro escala local si buscar economico agradable sugerir menos par calle distancia zona turistico principal plaza viejo general estupendo experiencia maravillosa,3
1191,"Hice la reserva en aquí con dos amigos por  habitaciones individuales - pero me señaló a la corta distancia paja y nos dieron una habitación interior, con una ventana elevada, sin vistas, ruidoso aire acondicionado, y un lavabo que empapó roto mi piso. En el lado positivo no había evidentes bichos en la cama, pero era tan oscura allí ¿quién sabe? Mis dos amigos tenían habitaciones exteriores que me dijeron que estaban bien. Otros puntos fuertes son un bar mal hotel poblada por prostitutas apoyado por la dirección, y la media Mohjito's, el buffet de desayuno era normal. Durante las próximas  noches que pasé en cinco hoteles y tienes que contraste y comparar - pero no usar un buen hotel europeo como su línea de referencia - si eso es lo que quieres en el Parque Central - que es…",reserva aqui amigo individual senalar corto distancia pajo interior ventana elevado vistas ruidoso aire acondicionado lavabo empaper roto piso lado positivo evidente bicho cama oscuro alli saber amigo exterior bien punto fuerte bar mal poblado prostituta apoyar direccion medio mohjito s buffet desayuno normal proximo noche pasar cinco contraste comparar usar buen europeo linea referencia si parque central,3
1192,"Pedimos pizza y fue horrible. El fondo fue quemada, el resto fue sin cocer. Necesitábamos un hacha a través de la corteza. Teníamos el jamón y piña y los amantes de la carne. Había más carne sobre el jamón y piña de los amantes de la carne! Tan decepcionante. Los amantes de la carne el orden sólo si no gusta la carne. . .",pizza horrible fondo quemado resto cocer necesitar hacha trave corteza jamon pina amante carne carne jamon pina amante carne decepcionante amante carne orden solo si gustar carne,2
1193,"La noche del  de diciembre de  fui con mi familia a ver el espectáculo de la Parisiense. Fueron  cuc por persona, incluía el espectáculo y la cena. en mi caso  cuc. Después de una larga fila en la que nos hicimos amigos de los de detrás pasamos a un local abarrotado de mesas en las que solo se podían sentar las personas con menos talla de la  Nos sirvieron el primer plato, y....tras hora y media de demora en la que los que entraron detrás de nosotros habían tomado hasta el postre...volví a insistirrrrr y finalmente tomamos el segundo plato, sin retirar el servicio vino el postre. El local muy bonito, el espectáculo también y la atención  PESSSSSIMA. A la salida hice el comentario al jefe .....y ni una disculpa.....penosa imagen para ser el garito mas caro de toda…",noche diciembre familia espectaculo parisiense persona incluir espectaculo cena caso despues largo fila amigo detra pasar local abarrotado mesa solo sentar persona menos talla servir primero plato tras hora medio demora entrar detras tomar postre volver insistirrrrr finalmente tomar segundo plato retirar servicio venir postre local bonito espectaculo tambien atencion pesssssimo salida comentario jefe disculpa penosa imagen garito caro,3
1194,"edificio muy padre pero realmente le falta muchas piezas más interesantes para exhibir, yo pondría no se cuadros o algo de artistas locales para rellenar o bailes o obras es aburrido",edificio padre realmente faltar pieza interesante exhibir poner cuadro artista local rellenar bail obra aburrido,4
1195,"Me combinar una estancia de  noches en el Iberostar Parque Central con  noches en el Iberostar Languna Azul en Varadero. Recomiendo encarecidamente hacer esta combinación como tal pero tienes que organizar directamente con un agente de viajes. no es en ningún folletos o en el sitio web de viajes pero está disponible.  Si has leído las críticas de las que ya están familiarizados con el ins y las salidas de esta propiedad. he viajado una cantidad durante los últimos años, y sigue siendo uno de mis favoritos. La ubicación no podría ser más perfecta, ya que está cerca de todo. Si os apetece andar por la acera un poco, entonces este es el lugar para ti. sólo se tarda un segundo cuando entras por la puerta (recibidos por el presente portero) que te das cuenta de que se ha tomado la…",combinar estancia noche iberostar parque central noche iberostar languna azul varadero recomer encarecidamentar combinacion tal organizar directamente agente viaje ninguno folleto sitio web viaje disponible si leer critica familiarizado ins salida propiedad viajar cantidad ultimo ano seguir favorito ubicacion perfecto cerca si apetecer andar acera entonces solo tardar segundo entrar puerta recibido presente portero cuenta tomar,2
1196,"Es un monumento situado hasta las arribas del cerro en Guanajuato, lo bonito de este lugar es la panorámica donde se puede ver toda la ciudad.",monumento situado arriba cerro guanajuato bonito panoramica ciudad,4
1197,"Fuimos con mi pareja a conocer la hermosa Cartagena pero a este hotel no volvemos jamas, desde que llegamos nos dijeron que al días siguiente nos iban a cambiar de habitación por mejoras en el piso que nos pusieron, no le vimos problema el primer día estuvo bien, pero cuando llamaron para el cambio de habitación se tardaron un montón en venir a revisar la habitación que dejábamos. Cuando llegamos a la habitación parecía todo bien pero encendimos la tv y no funcionaba no prendía la lampara de la cama llamamos para que lo arreglaran y nos dijeron en un momento pasa el señor esto paso cerca de las : del día. Pasaron  minutos y no venia nadie volvimos a llamar y no contestaron, al llamar a la recepción nos dijeron que a esa hora no había nadie que arreglara eso que no sabían…",pareja conocer hermoso cartagena volver jama siguiente cambiar mejora piso poner problema primero bien llamar cambio tardar monton venir revisar dejar parecer bien encender tv funcionar prender lampara cama llamar arreglar momento pasar senor pasar cerca pasar minuto venir nadie volver llamar contestar llamar recepcion hora nadie arreglar saber,3
1198,Es conmovedor llegar hasta la plaza y ver la inmensidad de la estatua de jose marti! Además de Los murales del che y Camilo. La historia está viva! No dejar de ir.,conmovedor plaza inmensidad estatua jose marti ademo mural che camilo historia vivo dejar,3
1199,"Excelente hotel familiar ! Las habitaciones son espaciosas y bien equipadas, asi como los baños, el personal es muy atento y amable, el staff de animacion es muy ameno y alegre. La playa esta situada al frente del hotel (si no desean algo de los vendedores ambulantes solo decir no gracias, ya que hay varios), el agua del mar es tranquila y tibia, muy recomendable para visita con niños y familia, ademas que tienen la opcion de piscina (aunque no es grande es acogedora). Por ultimo siempre hay actividades en las noches en la discoteca. Un lugar muy recomendable !",excelente familiar espacioso bien equipado asi bano personal atento amable staff animacion ameno alegre playa situado frente si desear vendedor ambulante solo gracias varios agua mar tranquilo tibio recomendable visita nino familia opcion piscina aunque grande acogedor ultimo siempre actividad noche discoteca recomendable,5
1200,"Sin duda, es la buena comida y el servicio es normal (lento el día fui) pero es caro.

Disfruté de mi comida, pero que podía conseguir buen precio en varios otros restaurantes en Mérida y pagar mucho menos.

Si no te importa gastar una cantidad...de dinero - es un buen lugar para comer. No volvería.

Nota: decir que el precio es 'pobre', pero solo por el precio.Más",duda buen servicio normal lento caro disfrute conseguir buen precio varios restaurante merida pagar menos si importar gastar cantidad dinero buen comer volver nota precio pobre solo precio ma s,3
1201,"Este hotel fue en su momento un icono en la Habana pero ahora mismo necesita bastantes reformas. En primer lugar solo funcionaba un ascensor por lo que bajar y subir era una odisea. Varias puertas de acceso al hotel no abren, así como el echo de que en recepción no hay aire acondicionado. Las habitaciones sencillas, pero la moqueta necesita cambiarse al igual que las ventanas. Cómo opinión positiva el personal, tanto de recepción como los porteros y la ubicación frente al malecón.Espero que ahora que lo ha cogido la cadena Iberostar le devuelva el explendor que tuvo hace años.",momento icono habana ahora mismo necesitar bastante reforma primero solo funcionar ascensor bajar subir odisea varios puerta acceso abrir asi echo recepcion aire acondicionado sencillo moqueta necesitar cambiar igual ventana opinion positivo personal recepcion portero ubicacion frente malecon esperar ahora coger cadena iberostar devolver explendor ano,2
1202,"Como dice otro usuario, el hotel necesita reformas. Afortunadamente nuestra experiencia fue mejor que con los otros  hoteles de melia visitados durante nuestra estancia en cuba. La habitacion buena, sin excesos. Al final de nuestra estancia, solicitamos hacer el check-out de una de nuestras  habitaciones a las  de la tarde en lugar de a las  como nos correspondia por la tarjeta de fidelidad. Tras habernos gastado  euros en toda la estancia en el hotel y otros  en  hoteles mas de la cadena en cuba, nos cobraron  CUC por esa ampliacion de  horas, tras consultar la recepcion con la direccion del hotel que era la que tenia que autorizarlo. Lamentable lo de melia en cuba",usuario necesitar reforma afortunadamente experiencia mejor melia visitado estancia cuba buen exceso final estancia solicitar check out tarde corresponder tarjeta fidelidad tras gastar euro estancia cadena cuba cobrar ampliacion hora tras consultar recepcion direccion autorizar lamentable melia cuba,2
1203,"A unos - minutos de Bogotá, es una excursión que merece la pena. Básicamente es una antigua mina de sal operativo que se ha convertido en una obra de arte moderno con un impresionante despliegue de tallado cruza representando las diferentes etapas crucifixión de Cristo. En el ""fondo"" de la mina, hay un número de cámaras y pasajes con una pequeña capilla, catedral subterránea más grande con cross, sal cascada, piedra intricadamente talladas murales, sal-espejo estanque, tiendas y más.Sobre el suelo, hay una gran variedad de pequeños restaurantes con excelente comida y servicio ... y una bonita vista sobre Zipaquira.",minuto bogota excursion merecer pena basicamente antiguo mina sal operativo convertir obra arte moderno impresionante despliegue tallado cruzar representar diferente etapa crucifixion cristo fondo mina numero camara pasaje pequeno capilla catedral subterraneo grande cross sal cascado piedra intricadamente tallado mural sal espejo estanque tienda suelo gran variedad pequeno restaurante excelente servicio bonito zipaquira,4
1204,"Zócalo en un domingo es un lugar divertido para visitar , asiento y relajarse. Hay muchos vendedores ambulantes recorrían sus mercancías, baile y música. La seguridad es suprema como la policía se encuentran en cada esquina de la plaza. está bien comunicado por metro. Por cierto, nos encontramos con el metro es seguro, incluso por la noche.",zocalo domingo divertido visitar asiento relajar vendedor ambulante recorrer mercancia baile musica seguridad supremo policia encontrar cada esquina plaza bien comunicado metro cierto encontrar metro seguro incluso noche,5
1205,"El paseo por Malecón es fundamental si viajas a La Habana. Un paseo a primeras horas de la mañana incia el día de turismo intenso. A horas puntas hace el camino y el calor no favorece la experiencia. Sin embargo es muy recomendable las vistas al atardecer. La puesta de sol es muy bonita, y a esas horas la gente comienza a ir con cervezas y ron para pasar la noche al fresco, para después continuar la fiesta por la zona del vedado. ",paseo malecon fundamental si viajar habana paseo primero hora manana inciar turismo intenso hora punta camino calor favorecer experiencia embargo recomendable vistas atardecer puesta sol bonito hora gente comenzar cerveza ron pasar noche fresco despar continuar fiesta zona vedado,4
1206,Excelente muestra de Fortaleza Colonial.Se conserva en todo su perimetro y está actualmente en uso como Comisaria de Policia,excelente muestra fortaleza colonial conservar perimetro actualmente uso comisaria policia,5
1207,Es un viaje donde entenderas la realidad de la ciudad además de descubrir como una ciudad renace a pesar de las dificultades.es hermosísimo el paisaje del parque arvi,viaje entender realidad ciudad ademo descubrir ciudad renacer pesar dificultad hermosisimo paisaje parque arvi,4
1208,"Deliciosos platillos, en un ambiente del Zócalo de pueble, con precio muy adecuado.
Tienen ademas una atencion muy cordial.",delicioso platillo ambiente zocalo pueble precio adecuado atencion cordial,5
1209,"Es un hotel agradable, nuevo con una magnifica vista y ubicado en la zona comercial más importante de Puebla (Angelopolis), cuenta con un buen buffet de desayuno el cual ya está incluido en el precio. Me he hospedado en el hotel varias ocasiones y siempre hay problemas de mantenimiento, focos fundidos en el cuarto, no sirve el aire acondicionado, el agua de la regadera se sale del baño. En cuanto al internet, si usted necesita estar conectado, definitivamente busque otro hotel, el servicio es verdaderamente es nefasto, puede estar toda una tarde sin conexión o bien se cae a cada rato por lapsos prolongados.",agradable nuevo magnifico ubicado zona comercial importante puebla angelopoli contar buen buffet desayuno incluido precio hospedar varios ocasión siempre problema mantenimiento foco fundir cuarto servir aire acondicionado agua regadera salir bano cuanto internet si necesitar conectado definitivamente buscar servicio verdaderamente nefasto tarde conexion bien caer cada rato lapso prolongado,3
1210,"Soy habitual de Porfirios Cdmx y Vallarta. Parece que el de Puebla fuera otro restaurante. Carísimo, lento y el servicio PESIMO, lástima que no recuerdo el nombre del mesero pero parece que le estabas haciendo un favor. De verdad, si pueden ahorrarse el mal momento...Más",habitual porfirio cdmx vallarta parecer puebla restaurante carisimo lento servicio pesimo lastimar recordar nombre mesero parecer favor verdad si ahorrar mal momento ma,1
1211,"Un excelente lugar, tienen un bufete delicioso y con una calidad en los alimentos de buen sabro además.  Se desviven en atenciones y el buen trato. Yolanda González me atendió de maravilla y me dió la tarjeta del hotel para cuando se me ofrezca no solo el restaurante sino habitaciones muy linda niña me atendió my bien.",excelente bufete delicioso calidad alimento buen sabro ademo desvivir atención buen trato yolanda gonzalez atender maravilla tarjeta ofrecer solo restaurante sino lindo nino atender my bien,5
