,Unnamed: 0,Review,Class,Conteo,Max,Min,moda,tokens,ClassBestModel
5854,5904,"Dar una vuelta por paseo Montejo, tomar algunas fotos, tomar un helado en la zona y gozar de su limpieza, construcciones clásicas, elegancia, es un obligado en la ciudad, no dejen de hacerlo",5,190,14,1,tomar,dar vuelta paseo montejo tomar alguno foto tomar helado zona gozar limpieza construcción clasico elegancia ser obligado ciudad dejar hacer,5
4557,4588,"Un lugar muy padre para caminar o dar un paseo en las lanchitas, los jardines  estan muy bien cuidados y la vista al cerro de la silla es excepcional !!!",5,153,11,0,lugar,lugar padre caminar dar paseo lanchita jardín bien cuidado vista cerro silla ser excepcional,5
6239,6294,Excelente servicio. Gran sala de reuniones establecido y catering. Los jardines son preciosos y una divertida corona. La comida era muy buena y la selección es abundante. El personal sabe cómo cuidar muy bien de la gente. Muy complaciente.,4,239,13,1,ser,excelente servicio gran sala reunión establecido catering jardín ser precioso divertido corona comida ser buen seleccion ser abundante personal saber cuidar bien gente complaciente,5
5102,5142,"Esta fue mi segunda visita a San Cristóbal - la primera fue hace varios años, durante las vacaciones de Navidad. Nos decepcionó - hasta el punto de casi ser ofendido por el servicio que recibimos.
Estamos en La Habana para un fin de semana especial...del día de la madre (con mi madre de  años y dos hijas), y estaban especialmente ansiosos de nuestra cena. Teníamos una reserva, pero fue un sábado por la noche y fue  minutos tarde para conseguir sentado - no es un problema. Nos pusieron en una habitación pequeña de bonito, con otras dos mesas. Tomó un tiempo conseguir agua (tuve que pedir tres veces), porque eran saltones preparando una de las mesas que acaba de aclarado. Finalmente nos dieron el agua y, a continuación, el grupo en la mesa de al lado estaban sentados. Inmediatamente se dieron los menús (aún no había recibido) y nos pedimos pedidos de bebida. Poco después de que el propietario se paró en su mesa. Luego los camareros volvió y tomó sus órdenes la cena, en el entretanto, aún no ordenados.
Finalmente conseguimos la atención del camarero, y él disculpándome tomó nuestra orden. Probablemente conseguir la idea donde esta. La otra mesa había recibido y comido sus aperitivos, y fueron a su plato principal y  minutos más tarde, que aún no habían recibido ninguna comida. No conseguir mejor. Tuvimos que pedir varias veces sobre nuestro plato principal, y finalmente cuando vinieron, tenían completamente fuera de mis hijas predilectas de la izquierda. En el entretanto, el propietario había dejado en la mesa de al lado a la nuestra - que había claramente una noche maravillosa con un vistazo nunca en nuestra dirección.
El camarero pidió disculpas, pero en general, una cena familiar especial fue más allá de decepcionante. Es un bonito restaurante y la comida era buena, pero el peor que hemos tenido durante nuestra estancia en Cuba, o realmente para ese asunto, a cualquier sitio.Más",1,1917,21,1,ser,ser segundo visita san cristobal primero ser hacer varios ano vacaciones navidad decepcionar punto casi ser ofendido servicio recibir habana fin semana especial dia madre madre ano dos hija especialmente ansioso cena tener reserva ser sabado noche ser minuto tarde conseguir sentado ser problema poner habitacion pequeno bonito dos mesa tomo tiempo conseguir agua tener pedir tres vez ser saltón preparar mesa acabar aclarar finalmente dar agua continuacion grupo mesa lado sentado inmediatamente dar menu aun haber recibir pedir pedido bebida despues propietario paro mesa luego camarero volver tomo órden cena entretanto aun ordenado finalmente conseguir atencion camarero disculpar tomo orden probablemente conseguir idea mesa haber recibir comer aperitivo ser plato principal minuto mas tarde aun haber recibir ninguno comida conseguir mejor tener pedir varios vez plato principal finalmente venir tener completamente hija predilecto izquierda entretanto propietario haber dejar mesa lado haber claramente noche maravilloso vistazo nunca direccion camarero pedir disculpa general cena familiar especial ser mas alla decepcionante ser bonito restaurante comida ser buen peor haber tener estancia cuba realmente asunto cualquiera sitio,1
2408,2419,"Mi esposa y yo siempre estamos en busca de nuevos sabores que probar, buscando algo nuevo dimos con  este lugar y no nos arrepentimos. 
No siempre la mejor comida se sirve en los lugares más lujosos, esta adornado muy originalmente. La comida es variada e...Más",5,261,14,0,siempre,esposa siempre busca nuevo sabor probar buscar nuevo dar lugar arrepentirse siempre mejor comida servir lugar mas lujoso adornado originalmente comida ser variado ma,5
2176,2185,"Dios mío precioso !!!!!!!!!!!!! Esta es la más bonita ciudad amurallada en que he estado en cualquier otro lugar del mundo. Es colorido, limpio, fácil de navegar y detrás de las paredes son super categoría restaurantes, hoteles y tiendas.",5,238,13,1,ser,dios mio precioso ser mas bonito ciudad amurallado haber cualquiera lugar mundo ser colorido limpio facil navegar detra pared ser super categoria restaurante hotel tienda,5
2620,2631,"El museo tiene una exposicion hermosa, deslumbrante y que habla por si misma.  Definitivamente es un ""must"" en la visita a Bogota.  El personal del museo muy amable y las instalaciones impecables.",4,196,15,0,museo,museo tener exposicion hermoso deslumbrante hablar si mismo definitivamente ser must visita bogota personal museo amable instalación impecable,5
1002,1003,Otro de los clasicos....lleno de turistas. Se puede uno imaginar todavia como seria esa taberna cuando era una abaceria llena de cubanos y emigrantes de distintos pelajes. Hay que ir:  mojitos excelentes y precios normales de guiri.....Se disfruta.....,4,252,17,0,lleno,clasico lleno turista poder imaginar todavio serio taberna ser abaceria lleno cubano emigrante distinto pelaje haber ir mojito excelente precio normal guiri disfrutar,3
1794,1797,"No es recomendable en hora punta, podía ver los barrios pobres de Medellín desde el aire. Cuidado con los carteristas",4,117,12,2,ser,ser recomendable hora punta poder ver barrio pobre medellin aire cuidado carterista,4
3296,3314,"Reservé en Travotel y me llevaron  istay. Seguridad despota, recepción igual, inseguridad a la entrada. En resraurant por sel del DF nos trataron mal, sobre todo la señorita que cobraba, no regreso....",2,201,11,0,reservar,reservar travotel llevar istay seguridad despoto recepcion igual inseguridad entrada resraurant sel df tratar mal senorita cobrar regreso,1
1534,1536,"El hotel se encuentra muy bien ubicado y las habitaciones son confortables; el problema es que su personal de recepción o no sabe manejar los puntos recompensa o prometen cosas que no cumplen. En el check in informe que pagaría con mis puntos y quien nos recibió nos dijo que el se encargaba. Durante el checkout se le recordó que pagaríamos con puntos a la misma persona y confirmó que él se encargaba. Posteriormente recibo el estado de cuenta de mi tarjeta de crédito con la que hice la reservación y veo que aplicaron el cargo a la misma. Eso ha sido lo malo de nuestra estancia, el muy mal servicio (porque además empezaron a caducar mis puntos y no los pude usar). Lo hemos reportado y no recibí respuesta.",2,712,14,1,punto,hotel encontrar bien ubicado habitación ser confortable problema ser personal recepcion saber manejar punto recompensar prometer cosa cumplir check in informe pagar punto recibir decir encargar checkout recordar pagariar punto mismo persona confirmar encargar posteriormente recibo cuenta tarjeta credito hacer reservacion ver aplicar cargo mismo haber ser malo estancia mal servicio ademas empezar caducar punto poder usar haber reportar recibir respuesta,2
645,646,"Lugar y ambientación cómodos y agradables, el trato es de  y la comida exquisita!!

Cuentan con una gran variedad de platillos, pedí un combo y antes de servirte te llevan un pan de chocolate delicioso y un cóctel de frutas frescas y de temporada, el personal es muy atento y servicial. Sin duda es necesario venir más de una vez y probar la delicia de sus platillos!",5,369,20,1,ser,lugar ambientacion comodo agradable trato ser comida exquisito contar gran variedad platillo pedir combo servir llevar pan chocolate delicioso coctel fruta fresco temporada personal ser atento servicial duda ser necesario venir mas vez probar delicia platillo,5
2702,2714,"La ciudad es linda y hay algunos lugares agradables, demasiado mal que son constantemente acosadas por personas intente vender cosas. Es bastante seguro. Excursión en Segway es muy buena, con la estancia en Gatsemany personas reales y tendrá una experiencia mucho mejor.",3,270,14,1,ser,ciudad ser lindo haber alguno lugar agradable demasiado mal ser constantemente acosado persona intentar vender cosa ser bastante seguro excursion segway ser buen estancia gatsemany persona real tener experiencia mejor,3
1827,1831,"Una vez tiempo probablemente un lugar maravilloso, con vistas al mar cerca de la Vieja Habana. Pero ahora es caro y gastado. Primero nos ofrecieron habitaciones frente a enormes murallas - quizás puedas ha tocado al abrir la ventana. La zona de la piscina tenía muy carga música vibra a través varios pisos, pero terminó a las  de la tarde. La cena está incluida en el precio era espartano.",2,391,13,1,ser,vez tiempo probablemente lugar maravilloso vistas mar cerca viejo habana ahora ser caro gastado primero ofrecer habitación frente enorme muralla quizo poder haber tocar abrir ventana zona piscina tener carga musica vibrar trave varios piso terminar tarde cena incluido precio ser espartano,4
5514,5560,"Ayer fuimos a cenar, al reservar, nos avisaron que solo había un menú degustación de  tiempos, con un maridaje de cócteles de tequila (ver foto del menú). 
Llegamos y en todo el restaurante, solo había otra mesa (luego descubrimos que en la misma, se...Más",1,257,12,1,solo,ayer ir cenar reservar avisar solo haber menu degustacion tiempo maridaje coctel tequila ver foto menu llegar restaurante solo haber mesa luego descubrir mismo mo,1
2985,3000,"Procuren ir temprano o en las tardes, ya cuando no haya tanto sol. se puede llegar con carro, bus o si tienen mucho tiempo en bici. Desde arriba se puede ver la Habana muy bien, si el día esta despejado. Levar protector solar, agua y por si acaso un paraguas. Es un sitio lindo para aprender un poco más de la historia de la Habana y tomarse un par de fotografías. ",4,365,12,0,si,procurar ir temprano tarde haber sol poder llegar carro bus si tener tiempo bici arriba poder ver habana bien si dia despejado levar protector solar agua si acaso paragua ser sitio lindo aprender mas historia habana tomar par fotografia,4
6364,6422,Estacionamiento amplio junto a plaza palmas hay donde comer El desayuno no está mal es fufet  La atención es buena y el precio asequible Las habitaciones un poco apretadas  Alberca climatizada aunque está algo fresca,4,216,15,0,ser,estacionamiento amplio junto plaza palma haber comer desayuno mal ser fufet atencion ser buen precio asequible habitación apretado alberca climatizado aunque fresco,3
3127,3144,Nunca me había hospedado ahí y no lo vuelvo a hacer todo fatal! desde que llegue pedi una habitacion y me dieron la que quisieron. al siguiente dia pedi mi cambio y me dijeron que si pero lo peor fue que me hicieron bajar mis cosas para asignarme una nueva y cuando la baje varios estaban saliendo quedaron que cuando regrese ya estaría mi cambio y regrese y no me lo hicieron y me regresaron la misma ruidosa habitación. Su desayuno el mas austero de toda la cadena ni en City Jr es tan austero. No lo recomiendo!!,1,515,12,1,hacer,nunca haber hospedar ahi volver hacer fatal llegar pedir habitacion dar querer siguiente dia pedir cambio decir si peor ser hacer bajar cosa asignar nuevo bajar varios salir quedar regresar cambio regresar hacer regresar mismo ruidoso habitacion desayuno mas austero cadena city jr ser austero recomer,1
5503,5549,"El lugar no es un desborde de virtudes, la comida aceptable, el sevicio regular (tardan en llevar los refrescos) y la infraestructura un poco descuidada.
Lo mejor del lugar la ubicacion para disfrutar la cuidad de Bogota de noche.
Si van amigos, al lado fuera...Más",3,265,15,1,lugar,lugar ser desborde virtud comida aceptable sevicio regular tardar llevar refresco infraestructura descuidado mejor lugar ubicacion disfrutar cuidad bogota noche si ir amigo lado ma,3
4900,4937,"Excelente lugar para trabajar, la atención es de elegante ejecución y muy agradable espacio para reunirte con propósitos de negocio. La Comida es común paro el silencio y lo cómodo de la habitación, valen su precio",5,214,11,1,ser,excelente lugar trabajar atencion ser elegante ejecucion agradable espacio reunir proposito negocio comida ser comun paro silencio comodo habitacion valer precio,4
3358,3376,"Pase  noches del  al  de Abril, lo único bueno es su situación, pero el  trato de los empleados infame, no lo recomiendo,",2,126,11,0,pasar,pasar noche abril unico buen ser situacion trato empleado infame recomer,4
2726,2738,"La ubicación es perfecta, en el centro con todo fácil de encontrar pero el hotel en sí no era el mejor, no esperaba de lujo, pero este un hotel administrado por un precio de *.  El desayuno era muy pobre, el personal de recepción ni siquiera sabía donde estaba el cajero automático más próximo - a  minutos a pie de distancia detrás del hotel telégrafo o fuera de Sevilla para vuestra información  las habitaciones estaban limpias y ordenadas, pero no te quedes en la habitación  - es básicamente un armario escobero con ventanas pequeñas pero un cuarto de baño enorme.",2,574,12,0,ser,ubicacion ser perfecto centro facil encontrar hotel si ser mejor esperar lujo hotel administrado precio desayuno ser pobre personal recepcion siquiera sabio cajero automatico mas proximo minuto pie distancia detro hotel telegrafo sevilla informacion habitación limpio ordenado quedar habitacion ser basicamente armario escobero ventana pequeno cuarto bano enorme,3
5100,5140,"Hubiera sido divertido ver el tributo de la Habana a la presente massageinistic, excepto por el hecho de que yo (y algunos otros) había denegado el acceso para usar pantalones cortos ... muy agradables. Por raro que parezca, jeans y pijamas rajados son atuendo perfectamente aceptable.Entiendo que casa normas y felizmente siga que me ""no ofendan el anfitrión"".  Así que cuando hice la reserva por adelantado en la página web de Tropicana que sería de esperar que el requisito de «pantalones largos importantes aparecerían en algún sitio. Ya sea en la casilla designada para ello o el mensaje vale con sus diversas normas que aparece en la parte inferior de color ROJO.La primera vez me informaron de esta regla fue salir del taxi después de pagar una tarifa de  CUC. Su útil sugerencia fue que me pase otra  CUC a buscarla mis pantalones ... gracias, pero yo le pase - como lo hizo los otros tres hombres que se rechazaron.",1,928,18,0,ser,haber ser divertido ver tributo habana presente massageinistic excepto hecho alguno haber denegar acceso usar pantalón corto agradable raro parecer jean pijama rajado ser atuendo perfectamente aceptable entender casa norma felizmente seguir ofender anfitrion asi hacer reserva adelantar pagina web tropicana serio esperar requisito pantalón largo importante aparecer alguno sitio ser casilla designado mensaje valer diverso norma aparecer parte inferior color rojo primero vez informar regla ser salir taxi despues pagar tarifa cuc util sugerencia ser pasar cuc buscar pantalón gracias pasar hacer tres hombre rechazar,3
5840,5890,"Después de leer las críticas, nos pareció que estábamos en un regalo de mariscos, pero no es así. mejor que tuvimos fueron » cangrejo azul tostados"" ... No hay mucha cangrejo, pero de muy buen sabor y textura. sopa de marisco era bueno ... principalmente...calamares, pulpos y algo difícil de identificar ... así como sopa de crimen de langosta. Desde allí fuimos cuesta abajo. Margaritas eran ínfimos. Los platos de pescado eran snook filete y frito completa Pompano. pedimos tanto, pero nos decepcionó ... soso y ordinario. los camarones con coco, mientras busca impresionante en / una cáscara de coco, estaba por debajo del nivel de Red Lobster.Más",2,653,27,1,ser,despues leer critica parecer regalo marisco ser asi mejor tener ser cangrejo azul tostado haber cangrejo buen sabor textura sopa marisco ser buen principalmente calamar pulpo dificil identificar asi sopa crimen langosta alli ir costar abajo margarita ser infimo plato pescado ser snook filete frito completo pompano pedir decepcionar soso ordinario camarón coco mientras buscar impresionante cascara coco debajo nivel red lobster mo,3
6250,6305,"La habitaciones no están muy limpias, las sábanas y las toallas tenían manchas, y la mampara de la ducha tenía humedad, todo muy descuidado!! Además no se duerme bien porque se siente todo el ruido y las conversaciones de la calle y de otras habitaciones.Lo mejor es la ubicación, esta a  cuadras del malecón y a  cuadra de la  (La rampa), la calle más importante del Vedado. El desayuno era bueno, abundante y bastante variado. Los empleados son amables y tratan de ayudarte y solucionarte si tenes algún problema. De todas maneras no lo recomendaría, hay  hoteles más limpios que están bien ubicados en el Vedado.",2,619,15,0,tener,habitación limpio sabana toalla tener mancha mampara ducha tener humedad descuidado ademo dormir bien sentir ruido conversación calle habitación mejor ser ubicacion cuadra malecon cuadra rampa calle mas importante vedado desayuno ser buen abundante bastante variado empleado ser amable tratar ayudar solucionar si tener alguno problema manera recomendar haber hotel mas limpio bien ubicado vedado,3
4477,4506,"Aunque esta bien ubicado y con buena presentacion, tanto el servicio a la entrada como el de meseros deja mucho que desear para un lugar que en apariencia deberia tener calidad y calidez.

Las opciones que te da el mesero son con miras a vender,...Más",2,251,13,1,mesero,aunque bien ubicado buen presentacion servicio entrada mesero dejar desear lugar apariencia deber tener calidad calidez opción dar mesero ser miras vender ma,2
1892,1897,"Este es un hotel de negocios muy grande cerca de la mejor zona de Monterrey. La primera habitación que me ofrecieron era muy ruidoso ya que daba a la autopista. La segunda habitación era mucho más tranquilo y era una espaciosa suite junior.  decoración necesita actualizar un poco pero era muy cómoda. La cama era especialmente cómoda y la presión del agua en el cuarto de baño estaba muy bien.  Debido a la situación de la seguridad en Monterrey, estás prácticamente cautivas por las noches. El bar central es de estilo atrio pero no tiene atmósfera. Comí en el restaurante asador y estaba bien. El servicio era bastante bueno.  Si me alojé aquí por negocios estaría bastante contentos pero viene debido a obras de renovación.",4,727,13,0,ser,ser hotel negocio grande cerca mejor zona monterrey primero habitacion ofrecer ser ruidoso dar autopista segundo habitacion ser mas tranquilo ser espacioso suite junior decoracion necesitar actualizar ser comodo cama ser especialmente comodo presion agua cuarto bano bien debido situacion seguridad monterrey practicamente cautivo noche bar central ser estilo atrio tener atmosfera comer restaurante asador bien servicio ser bastante buen si alojar aqui negocio bastante contento venir debido obra renovacion,3
1235,1237,"Definitivamente la cara de un Hotel es la recepción, hoy // me toco vivir en HardRock Puerto Vallarta que Miguel de recepción me entrego la habitación a las : hrs en lugar de las : hrs. Mala actitud de Miguel, hay mucha gente que quisiera un puesto así y con mejor actitud.",2,289,15,1,recepcion,definitivamente cara hotel ser recepcion hoy tocar vivir hardrock puerto vallarto miguel recepcion entreer habitacion hrs lugar hrs malo actitud miguel haber gente querer puesto asi mejor actitud,2
5998,6049,"Situada en una ciudad magica,donde cada callecita tiene algo en que detenerse,esta basilica es bellisima por dentro y por fuera.Vale la pena una parada en sus escaleras y observar lo que sucede en sus movidas calles.",4,216,14,1,situado,situado ciudad magico cada callecita tener detener basilica ser bellisimo dentro vale pena parada escalera observar suceder movido calle,5
3865,3888,"Vine con familia de otro estado, y como es una costumbre de mi estado las trajimos a esta nevería, sin embargo, la señora que cobra parecía trabajadora del IMSS con poco tacto al pagar. Se les olvida el espíritu de servicio y amabilidad y que...tengan un buen sabor con su trato empañaron una buena experiencia.Más",2,314,15,1,buen,venir familia ser costumbre trajener neveria embargo senora cobrar parecer trabajador imss tacto pagar olvidar espiritu servicio amabilidad tener buen sabor trato empanar buen experiencia ma,3
6396,6455,"El hotel esta muy bonito, ubicado muy centricamente. Tienen un servicio muy atento y dispuestos a ayudarte en cualquier cosa que necesites.  Las habitaciones son pequeñas pero muy acogedoras. La cama una delicia, ademas de que cuentan con todo lo que necesites. Definitivamente cada vez que regrese a Mérida me hospedare en este hermoso hotel boutique.",4,352,15,0,hotel,hotel bonito ubicado centricamente tener servicio atento dispuesto ayudar cualquiera cosa necesitar habitación ser pequeno acogedor cama delicia ademo contar necesitar definitivamente cada vez regresar merida hospedar hermoso hotel boutique,5
6522,6583,"Alejada de los complejos hoteleros de la costa, en medio de la selva yucateca, se encuentra este impresionante conjunto arqueológico. Declarado por la Unesco, patrimonio de la humanidad, es una visita imprescindible si vienes a esta zona de México.",5,248,14,1,alejado,alejado complejo hotelero costa medio selva yucateco encontrar impresionante conjunto arqueologico declarado unesco patrimonio humanidad ser visita imprescindible si ver zona mexico,5
5792,5841,"Este lugar es probablemente pertenece a alguien relacionadas con la política porque se oye hablar de todo el mundo, pero es muy caro y la comida deja mucho que desear.",2,167,13,1,ser,lugar ser probablemente pertenecer alguien relacionado politica oír hablar mundo ser caro comida dejar desear,2
2487,2498,Hotel que ya requiere remodelación. Muchos detalles que cuidar.  Puertas de habitaciones necesitan pintura y reparación.  Azulejo de bañera viejo.   Área de wc en el cuarto se ve que arrancaron un teléfono.  Se siente como Muy usado.  Me quedé ya que me urgía dejar mis cosas e ir a mis reuniones de trabajo.   No tienen business center en una ciudad y zona que es para negocios.  Gimnasio descuidado.  No tenían toallas ni agua. Tuve que pedirlo Varias veces.,3,460,13,0,tener,hotel requerir remodelacion detalle cuidar puerta habitación necesitar pintura reparacion azulejo banera viejo area wc cuarto ver arrancar telefono sentir usado quedar urgir dejar cosa ir reunión trabajo tener business center ciudad zona ser negocio gimnasio descuidado tener toalla agua tener pedir varios vez,2
6995,7059,"Excelente ubicación, las vistas de la ciudad desde la magnífica piscina en la terraza y un cálido servicio. El desayuno incluido era excepcional, así como los aperitivos en el vestíbulo del hotel sirve por Oderys y el resto de los camareros. Gracias!",5,250,12,1,excelente,excelente ubicacion vistas ciudad magnifico piscina terraza calido servicio desayuno incluido ser excepcional asi aperitivo vestibulo hotel servir oderys resto camarero gracias,5
4427,4456,"Tuvimos una experiencia increíble en el hotel, excelentes instalaciones, limpian la habitación  veces al día y la dejan impecable, nos encantó la alberca con vista al mar que tiene el Mayan Palace, por mucho la mejor que tiene todo el complejo, tienen camastros con almohaditas que son muy cómodos. Todo el personal es muy amable siempre, en especial el joy squad y sus miembros Kimberly, Raymundo y Javier, participamos en muchas de sus actividades. La comida y bebidas nos encantaron también, nos gustó mucho Balché, los meseros son muy amables, también fuimos a The Burger Custom Made y lo recomendamos. Todo excelente, Definitivamente regresaremos.",5,653,15,1,tener,tener experiencia increible hotel excelente instalación limpiar habitacion vez dia dejar impecable encanto alberca vista mar tener mayan palace mejor tener complejo tener camastro almohadita ser comodo personal ser amable siempre especial joy squad miembro unk imber ly raymundo javier participar actividad comida bebida encantar tambien gusto balche mesero ser amable tambien ir the burger custom made recomendar excelente definitivamente regresar,5
5752,5801,"Es la segunda vez que vengo y la comida es muy rica y el mesero Acxel muy amable y bueno en su trabajo.
Muy recomendado venir a comer aquí.",5,139,12,1,ser,ser segundo vez venger comida ser rico mesero acxel amable buen trabajo recomendado venir comer aqui,5
899,900,"Muy sabroso todo, definitivamente regresare durante mi viaje. Aunque hay lista de espera, el servicio es muy rápido.",5,116,15,2,sabroso,sabroso definitivamente regresar viaje aunque haber lista espera servicio ser rapido,5
3578,3598,"Leer todos los comentarios mixtas y un poco nerviosa por alojarse aquí. Déjame que te diga que a menos que son extremadamente rico y mimado atiende este hotel brillantemente para sus necesidades. No hay Wifi pero no es Cuba. Está un poco deteriorado pero no por ello debería afectar a su estancia. llegamos, pedimos una habitación con vistas. Llegamos el Â° piso con las vistas más impresionantes de la ciudad y el mar y no pagar extra por ello. La habitación era enorme y la cama era  y a  metros de ancho. Perdí mi esposa un par de veces en la cama. Pensamos que la captura wmust será en el buffet del desayuno, pero este fue el mejor. Hay un montón de opciones incluyendo asado de cerdo esculpido en el hueso que hizo gran abundante para sándwiches a mediodía. La ubicación era…",5,787,14,1,ser,leer comentario mixto nervioso alojar aqui dejamar decir menos ser extremadamente rico mimado atender hotel brillantemente necesidad haber wifi ser cuba deteriorar deber afectar estancia llegar pedir habitacion vistas llegar piso vistas mas impresionante ciudad mar pagar extra habitacion ser enorme cama ser metro ancho perder esposa par vez cama pensar captura wmust ser buffet desayuno ser mejor haber monton opción incluir asado cerdo esculpido hueso hacer gran abundante sandwiches mediodia ubicacion ser,3
1125,1127,"El paseo es bonito y con buenas vistas, pero es muy contradictorio ver un medio de transporte de esas dimensiones en una zona marginal donde no todos tienen acceso al transporte. Vale la pena hacerlo, aunque mi recomendación es no bajarse, la zona no se ve muy segura para turistas. ",3,283,14,0,ser,paseo ser bonito buen vistas ser contradictorio ver medio transporte dimensión zona marginal tener acceso transporte valer pena hacer aunque recomendacion ser bajar zona ver seguro turista,4
1232,1234,"Los aperitivos eran mejor que el plato principal aquí en mi opinión. El servicio era genial, el espectáculo de luz era divertido ver. Por lejos la mejor banda de mariachis QUE HE oído!",3,184,11,2,ser,aperitivo ser mejor plato principal aqui opinion servicio ser genial espectaculo luz ser divertido ver lejos mejor banda mariachis haber oír,5
5154,5194,"Mi habitacion olia a carton mojado,  no hay ni una botella de agua,  el elevador se descompuso por lo menos una vez, almohada, cama y ropa de blancos bien,  cortinas tergal sucias y descolgadas del gancho. ",3,206,11,0,habitacion,habitacion olio carton mojado haber botella agua elevador descomponer menos vez almohada cama ropa blanco bien cortina tergal sucio descolgado gancho,2
6436,6497,"Areas de oportunidad importantes en atención a cliente y limpieza en instalaciones. No era así, han venido decayendo de forma consistente. Necesitan asegurar una Buena experiencia en sus huespedes. Tener una cortesia por reportar las fallas es bueno, buen detalle, pero la clave está en evitarlas. No pueden funcionar dando cortesias",2,333,14,1,buen,area oportunidad importante atencion cliente limpieza instalación ser asi haber venir decaer forma consistente necesitar asegurar buen experiencia huesped tener cortesia reportar falla ser buen buen detalle clave evitar poder funcionar dar cortesia,4
7570,7643,"El gran mojito que disque venden en este lugar es el más comercial que pude probar, sinceramente en otros lados se pueden conseguir mejores mojitos, o otros tipos de bebida, la comida no se que tal sabrá ya que es un lugar que pasa muy...Más",3,241,12,1,mojito,gran mojito discar vender lugar ser mas comercial poder probar sinceramente lado poder conseguir mejor mojito tipo bebida comida tal saber ser lugar pasar ma,3
3904,3927,"Este es un pequeño museo que te permite observar varios cuerpos momificados. Al inicio hay un breve video que explica lo más básico del museo, luego inicia el recorrido, que a veces es confuso pues no existen señalamientos que indiquen el orden a seguir. En algunas vitrinas hay explicaciones y en otras sólo los nombres de las momias. Parecería que hay pocas momias, pero creo que son suficientes, ya que después de ver varias, no hay gran interés en seguir con lo mismo. El llamado 'pasillo de la muerte' está muy descuidado y no es interesante. Creo que el precio es alto para lo que ofrece el museo. Y además la entrada al baño tiene un costo extra. Pero a pesar de todo, se puede considerar un museo interesante, pues permite tener una idea muy ilustrativa de lo que es un cuerpo momificado. Si no llevas grandes expectativas, seguro lo disfrutarás.",3,854,13,1,ser,ser pequeno museo permitir observar varios cuerpo momificado inicio haber breve video explicar mas basico museo luego iniciar recorrido vez ser confuso pues existir senalamiento indicar orden seguir alguno vitrina haber explicación solo nombre momia parecer haber momia creer ser suficiente despues ver varios haber gran inter seguir mismo llamado pasillo muerte descuidado ser interesante creer precio ser alto ofrecer museo adema entrada bano tener costo extra pesar poder considerar museo interesante pues permitir tener idea ilustrativo ser cuerpo momificado si llevar grande expectativa seguro disfrutar,3
2932,2946,"Fue un icónico lugar en el medio de la mejor parte de la Habana: pero, sus siempre lleno y es demasiado de una trampa para turistas. Pásate por, tome la foto y cambiar de lugar.",2,177,9,1,ser,ser iconico lugar medio mejor parte habana siempre lleno ser demasiado trampa turista pasar tomar foto cambiar lugar,3
1230,1232,"Nos ha parecido muy buena la experiencia, el personal del hotel es muy amable y atento, la seguridad del lugar es muy buena,y las piscinas son un espectáculo. El servicio de Yulianis muy especial. Recomendable.",5,210,13,1,ser,haber parecer buen experiencia personal hotel ser amable atento seguridad lugar ser buen piscina ser espectaculo servicio yulianis especial recomendable,5
1131,1133,mucha gente filas larguísimas para subir el teleférico full de gente la iglesia full no se puede entrar asi como subimos bajamos no nos quedamos,3,144,11,2,gente,gente fila larguisimo subir teleferico full gente iglesia full poder entrar asi subir bajar quedar,5
382,382,"Esto no es Puebla.Puebla ciudad y estado son mucho mas que las locuras de un dictadorzuelo.Te invito a conocer Tecali, Zacatlan, Cholula, etc. pero sobre todo nuestra comida.",1,174,16,1,ser,ser pueblo puebla ciudad ser mas locura dictadorzuelo tt invitar conocer tecali zacatlan cholula etcétera comida,5
6291,6346,"El sector puede que sea lindo, pero tanto comercio y tanto vendedor ambulante impide que se disfrute la arquitectura ",2,117,12,0,sector,sector poder ser lindo comercio vendedor ambulante impedir disfrute arquitectura,5
5692,5739,"Accesorios sueltos en la pared, despegando de papel, TV HD, pero es de tamaño de imagen sólo se llena la mitad de la pantalla para cada canal, edredón tenía bultos y debe de haber sido  años, y accesorios de baño goteaba. El personal era amable y las instalaciones en el vestíbulo era agradable y limpia. Por desgracia, no estoy seguro de que es mucho mejor en la zona del aeropuerto.",2,386,13,1,ser,accesorio suelto pared despegar papel tv hd ser tamano imagen solo llenar mitad pantalla cada canal edredon tener bulto deber haber ser ano accesorio bano gotear personal ser amable instalación vestibulo ser agradable limpio desgracia seguro ser mejor zona aeropuerto,4
7752,7825,"Exelente estructura e historia hay que leer para saber, y porque no preguntar, una replica de la casa blanca de Washington D.C",5,126,10,1,exelente,exelente estructura historia haber leer saber preguntar replicar casa blanco washington d c,5
4708,4742,"El cabrito no está tan bueno, la porción mas bien compacta y un poco reseca, el servicio
deja que desear y la decoración es un insulto al buen gusto.",2,149,13,1,buen,cabrito buen porcion mas bien compacto reseco servicio dejar desear decoracion ser insulto buen gusto,4
2694,2706,"Es impresionante la pirámide de Kukulcán... vale la pena la asoleada. Hay que llevar sombrero, ropa ligera, bloqueador y mucha agua. No me parece que dentro de la zona arqueológica estén las artesanías.. eso parece tianguis.",4,224,13,1,parecer,ser impresionante piramide kukulcan valer pena asoleado haber llevar sombrero ropa ligero bloqueador agua parecer dentro zona arqueologico artesania parecer tianguis,3
